Source,Target,Type,Id,Label
"CR","JO","Undirected","1310","5.1.2"
"CR","IW","Undirected","1311","5.1.2"
"IW","JO","Undirected","1312","5.1.2"
"BO","CM","Undirected","1313","5.1.2"
"EN","WA","Undirected","1314","5.1.3"
"EN","IW","Undirected","1315","5.1.4"
"CM","EN","Undirected","1316","5.1.4"
"CM","IW","Undirected","1317","5.1.4"
"IW","MA","Undirected","1318","5.1.4"
"EN","MA","Undirected","1319","5.1.4"
"CM","MA","Undirected","1320","5.1.4"
"CR","MA","Undirected","1321","5.1.4"
"IW","MA","Undirected","1322","5.1.4"
"CM","EN","Undirected","1323","5.1.4"
"CR","EN","Undirected","1324","5.1.4"
"EN","IW","Undirected","1325","5.1.4"
"CM","CR","Undirected","1326","5.1.4"
"CM","IW","Undirected","1327","5.1.4"
"CR","IW","Undirected","1328","5.1.4"
"JV","MA","Undirected","1329","5.1.4"
"EN","MA","Undirected","1330","5.1.4"
"EN","JV","Undirected","1331","5.1.4"
"EN","JA","Undirected","1332","5.1.6"
"EN","JA","Undirected","1333","5.1.6"
"EN","JV","Undirected","1334","5.1.6"
"JA","JV","Undirected","1335","5.1.6"
"CR","EN","Undirected","1336","5.1.7"
"EN","GV","Undirected","1337","5.1.7"
"BO","EN","Undirected","1338","5.1.7"
"CM","EN","Undirected","1339","5.1.7"
"CR","GV","Undirected","1340","5.1.7"
"BO","CR","Undirected","1341","5.1.7"
"CM","CR","Undirected","1342","5.1.7"
"BO","GV","Undirected","1343","5.1.7"
"CM","GV","Undirected","1344","5.1.7"
"BO","CM","Undirected","1345","5.1.7"
"BO","GA","Undirected","1346","5.1.7"
"GA","GV","Undirected","1347","5.1.7"
"BO","GV","Undirected","1348","5.1.7"
"GA","MA","Undirected","1349","5.1.8"
"GA","MA","Undirected","1350","5.1.8"
"JV","MA","Undirected","1351","5.1.8"
"GA","JV","Undirected","1352","5.1.8"
"CR","GA","Undirected","1353","5.1.8"
"EN","GV","Undirected","1354","5.1.8"
"CM","GV","Undirected","1355","5.1.8"
"CM","EN","Undirected","1356","5.1.8"
"CM","EN","Undirected","1357","5.1.9"
"EN","JV","Undirected","1358","5.1.9"
"EN","GV","Undirected","1359","5.1.9"
"CM","JV","Undirected","1360","5.1.9"
"CM","GV","Undirected","1361","5.1.9"
"GV","JV","Undirected","1362","5.1.9"
"EN","JV","Undirected","1363","5.1.9"
"BO","EN","Undirected","1364","5.1.9"
"BO","JV","Undirected","1365","5.1.9"
"GA","GV","Undirected","1366","5.1.11"
"CR","GV","Undirected","1367","5.1.11"
"CR","GA","Undirected","1368","5.1.11"
"EN","JV","Undirected","1369","5.1.11"
"BO","EN","Undirected","1370","5.1.11"
"BO","JV","Undirected","1371","5.1.11"
"BO","CM","Undirected","1372","5.1.12"
"CR","EN","Undirected","1373","5.1.13"
"CR","EN","Undirected","1374","5.1.14"
"BO","CR","Undirected","1375","5.1.14"
"CR","GV","Undirected","1376","5.1.14"
"BO","EN","Undirected","1377","5.1.14"
"EN","GV","Undirected","1378","5.1.14"
"BO","GV","Undirected","1379","5.1.14"
"BO","EN","Undirected","1380","5.1.14"
"CR","GA","Undirected","1381","5.1.15"
"GA","GV","Undirected","1382","5.1.15"
"XA","XB","Undirected","1383","5.1.16"
"BX","XA","Undirected","1384","5.1.16"
"BY","XA","Undirected","1385","5.1.16"
"BX","XB","Undirected","1386","5.1.16"
"BY","XB","Undirected","1387","5.1.16"
"BX","BY","Undirected","1388","5.1.16"
"XA","XB","Undirected","1389","5.1.16"
"CM","MA","Undirected","1390","5.1.17"
"GA","MA","Undirected","1391","5.1.17"
"CR","MA","Undirected","1392","5.1.17"
"CM","GA","Undirected","1393","5.1.17"
"CM","CR","Undirected","1394","5.1.17"
"CR","GA","Undirected","1395","5.1.17"
"CM","JV","Undirected","1396","5.1.17"
"CM","EN","Undirected","1397","5.1.17"
"CM","CR","Undirected","1398","5.1.17"
"CR","EN","Undirected","1399","5.1.17"
"BO","CM","Undirected","1400","5.1.17"
"CM","FE","Undirected","1401","5.1.17"
"CM","JO","Undirected","1402","5.1.17"
"BO","FE","Undirected","1403","5.1.17"
"BO","JO","Undirected","1404","5.1.17"
"FE","JO","Undirected","1405","5.1.17"
"CM","EN","Undirected","1406","5.1.18"
"BO","CM","Undirected","1407","5.1.18"
"CM","MA","Undirected","1408","5.1.18"
"CM","FE","Undirected","1409","5.1.18"
"BO","EN","Undirected","1410","5.1.18"
"EN","MA","Undirected","1411","5.1.18"
"EN","FE","Undirected","1412","5.1.18"
"BO","MA","Undirected","1413","5.1.18"
"BO","FE","Undirected","1414","5.1.18"
"FE","MA","Undirected","1415","5.1.18"
"EN","JA","Undirected","1416","5.1.18"
"EN","JV","Undirected","1417","5.1.18"
"JA","JV","Undirected","1418","5.1.18"
"EN","JA","Undirected","1419","5.1.18"
"JA","JV","Undirected","1420","5.1.18"
"EN","MA","Undirected","1421","5.1.18"
"JA","MA","Undirected","1422","5.1.18"
"EN","JA","Undirected","1423","5.1.18"
"JA","JV","Undirected","1424","5.1.19"
"EP","JA","Undirected","1425","5.1.19"
"JA","JV","Undirected","1426","5.1.19"
"EN","MA","Undirected","1427","5.1.19"
"JV","MA","Undirected","1428","5.1.19"
"EN","MA","Undirected","1429","5.1.21"
"CR","EN","Undirected","1430","5.1.21"
"BO","EN","Undirected","1431","5.1.21"
"EN","FE","Undirected","1432","5.1.21"
"CM","EN","Undirected","1433","5.1.21"
"EN","JO","Undirected","1434","5.1.21"
"CR","MA","Undirected","1435","5.1.21"
"BO","MA","Undirected","1436","5.1.21"
"FE","MA","Undirected","1437","5.1.21"
"CM","MA","Undirected","1438","5.1.21"
"JO","MA","Undirected","1439","5.1.21"
"BO","CR","Undirected","1440","5.1.21"
"CR","FE","Undirected","1441","5.1.21"
"CM","CR","Undirected","1442","5.1.21"
"CR","JO","Undirected","1443","5.1.21"
"BO","FE","Undirected","1444","5.1.21"
"BO","CM","Undirected","1445","5.1.21"
"BO","JO","Undirected","1446","5.1.21"
"CM","FE","Undirected","1447","5.1.21"
"FE","JO","Undirected","1448","5.1.21"
"CM","JO","Undirected","1449","5.1.21"
"EN","MA","Undirected","1450","5.1.21"
"EN","MA","Undirected","1451","5.1.22"
"EN","GV","Undirected","1452","5.1.22"
"GV","MA","Undirected","1453","5.1.22"
"EN","GT","Undirected","1454","5.1.23"
"EN","GV","Undirected","1455","5.1.23"
"GT","GV","Undirected","1456","5.1.23"
"JV","MA","Undirected","1457","5.1.24"
"JV","MA","Undirected","1458","5.3.1"
"JV","MA","Undirected","1459","5.3.1"
"JV","SW","Undirected","1460","5.3.1"
"MA","SW","Undirected","1461","5.3.1"
"JV","MA","Undirected","1462","5.3.2"
"JV","SW","Undirected","1463","5.3.2"
"JA","TH","Undirected","1464","5.3.3"
"CJ","JA","Undirected","1465","5.3.3"
"JA","TH","Undirected","1466","5.3.3"
"JV","MA","Undirected","1467","5.3.4"
"JV","MA","Undirected","1468","5.3.5"
"JV","MA","Undirected","1469","5.3.6"
"JV","MA","Undirected","1470","5.3.7"
"JV","TH","Undirected","1471","5.3.8"
"JV","MA","Undirected","1472","5.3.8"
"MA","TH","Undirected","1473","5.3.8"
"JV","MA","Undirected","1474","5.3.9"
"JA","JV","Undirected","1475","5.3.9"
"JA","MA","Undirected","1476","5.3.9"
"CJ","JA","Undirected","1477","5.3.9"
"CX","JA","Undirected","1478","5.3.10"
"CJ","JV","Undirected","1479","5.3.10"
"JV","MA","Undirected","1480","5.3.10"
"CJ","MA","Undirected","1481","5.3.10"
"JV","MA","Undirected","1482","5.3.10"
"CX","JA","Undirected","1483","5.3.10"
"BQ","CX","Undirected","1484","5.3.10"
"BQ","NI","Undirected","1485","5.3.10"
"MG","NI","Undirected","1486","5.3.10"
"JA","JV","Undirected","1487","5.3.10"
"CJ","JA","Undirected","1488","5.3.10"
"JA","JV","Undirected","1489","5.3.11"
"CJ","JA","Undirected","1490","5.3.11"
"JA","JV","Undirected","1491","5.3.11"
"BQ","CX","Undirected","1492","5.3.12"
"BQ","MA","Undirected","1493","5.3.12"
"BQ","MG","Undirected","1494","5.3.12"
"BQ","DG","Undirected","1495","5.3.12"
"CX","MA","Undirected","1496","5.3.12"
"CX","MG","Undirected","1497","5.3.12"
"CX","DG","Undirected","1498","5.3.12"
"MA","MG","Undirected","1499","5.3.12"
"DG","MA","Undirected","1500","5.3.12"
"DG","MG","Undirected","1501","5.3.12"
"BQ","NI","Undirected","1502","5.3.12"
"DG","GI","Undirected","1503","5.3.12"
"DG","MA","Undirected","1504","5.3.12"
"GI","MA","Undirected","1505","5.3.12"
"DG","GI","Undirected","1506","5.3.12"
"GI","MA","Undirected","1507","5.3.12"
"BZ","JV","Undirected","1508","5.5.1"
"CX","JV","Undirected","1509","5.5.2"
"GI","MA","Undirected","1510","5.5.2"
"GI","MA","Undirected","1511","5.5.3"
"CO","MA","Undirected","1512","5.5.4"
"CO","JV","Undirected","1513","5.5.4"
"CO","CX","Undirected","1514","5.5.4"
"JV","MA","Undirected","1515","5.5.4"
"CX","MA","Undirected","1516","5.5.4"
"CX","JV","Undirected","1517","5.5.4"
"MG","NI","Undirected","1518","5.5.4"
"GI","NI","Undirected","1519","5.5.4"
"GI","MG","Undirected","1520","5.5.4"
"GI","JV","Undirected","1521","5.5.4"
"CO","MA","Undirected","1522","5.5.4"
"GI","MA","Undirected","1523","5.5.4"
"GI","JV","Undirected","1524","5.5.4"
"JV","MG","Undirected","1525","5.5.4"
"GI","MG","Undirected","1526","5.5.4"
"GI","MA","Undirected","1527","5.5.6"
"CO","GI","Undirected","1528","5.5.6"
"GI","JV","Undirected","1529","5.5.6"
"CO","MA","Undirected","1530","5.5.6"
"JV","MA","Undirected","1531","5.5.6"
"CO","JV","Undirected","1532","5.5.6"
"GI","MA","Undirected","1533","5.5.6"
"CO","MA","Undirected","1534","5.5.7"
"JV","MA","Undirected","1535","5.5.7"
"CO","JV","Undirected","1536","5.5.7"
"JV","MA","Undirected","1537","5.5.7"
"CO","MA","Undirected","1538","5.5.8"
"JV","MA","Undirected","1539","5.5.8"
"CO","JV","Undirected","1540","5.5.8"
"CO","MA","Undirected","1541","5.6.1"
"GI","MA","Undirected","1542","5.6.1"
"JV","MA","Undirected","1543","5.6.1"
"GI","JV","Undirected","1544","5.6.1"
"GI","MA","Undirected","1545","5.6.1"
"AZ","TH","Undirected","1546","5.6.1"
"JV","TH","Undirected","1547","5.6.1"
"AZ","JV","Undirected","1548","5.6.1"
"CO","MA","Undirected","1549","5.6.2"
"CO","GI","Undirected","1550","5.6.2"
"CO","JV","Undirected","1551","5.6.2"
"CO","MG","Undirected","1552","5.6.2"
"GI","MA","Undirected","1553","5.6.2"
"JV","MA","Undirected","1554","5.6.2"
"MA","MG","Undirected","1555","5.6.2"
"GI","JV","Undirected","1556","5.6.2"
"GI","MG","Undirected","1557","5.6.2"
"JV","MG","Undirected","1558","5.6.2"
"CO","MA","Undirected","1559","5.6.2"
"CO","JV","Undirected","1560","5.6.2"
"BQ","GI","Undirected","1561","5.6.2"
"GI","MA","Undirected","1562","5.6.2"
"CO","GI","Undirected","1563","5.6.2"
"CO","MA","Undirected","1564","5.6.2"
"BQ","JV","Undirected","1565","5.7.1"
"JV","MA","Undirected","1566","5.7.1"
"JV","MA","Undirected","1567","5.7.1"
"CO","MA","Undirected","1568","5.7.1"
"CO","JV","Undirected","1569","5.7.1"
"JV","MA","Undirected","1570","5.7.1"
"BQ","JV","Undirected","1571","5.8.1"
"CO","JV","Undirected","1572","5.8.1"
"CO","JV","Undirected","1573","5.8.2"
"CO","MA","Undirected","1574","5.8.3"
"BQ","JV","Undirected","1575","5.8.3"
"CO","JV","Undirected","1576","5.8.3"
"JV","NI","Undirected","1577","5.8.3"
"CO","MA","Undirected","1578","5.9.1"
"CY","JV","Undirected","1579","5.9.2"
"CY","CZ","Undirected","1580","5.9.2"
"CY","DJ","Undirected","1581","5.9.2"
"DJ","JV","Undirected","1582","5.9.2"
"MA","TH","Undirected","1583","5.9.4"
"CO","MA","Undirected","1584","5.9.4"
"CO","JV","Undirected","1585","5.9.5"
"JV","MA","Undirected","1586","5.9.5"
"CO","MA","Undirected","1587","5.9.5"
"DJ","MA","Undirected","1588","5.9.5"
"CY","DJ","Undirected","1589","5.9.5"
